O Trai ni ng,Terrine de Foie-gras truffe,4
O Trai ni ng,Rumpsteak,10
O Trai ni ng,King Wm. IV, V.O.P. Scotch Whiskey,28
O Trai ni ng,Galantine of Pullet, p. p.,14
White and Wood,White Rock (Split .20),3
White and Wood,Roderick Dhu, Scotch Whiskey,26
White and Wood,WestphalÃ­an Ham,10
White and Wood,Supreme de Volaille a l'estragon (1),29
Europa Bar & Cafe,J. Walker's O.B. Scotch Whiskey,17
Europa Bar & Cafe,Flannel Cakes with Vermont Maple Syrup,28
Europa Bar & Cafe,Rinderzunge,12
Europa Bar & Cafe,Rice Cakes with Vermont Maple Syrup,2
Krave Kava Bar,Boned Squab a la Rossini,25
Krave Kava Bar,Corn Meal Cakes with Vermont Maple Syrup,2
Krave Kava Bar,Rinderbrust,22
Krave Kava Bar,Ramsay's Scotch Malt Whiskey,7
Rue-Bar,Veal Cutlets, Breaded, to order,6
Rue-Bar,Rinder-Pokelbrust,30
Rue-Bar,Bone sirloin,13
Rue-Bar,Wilson Rye Whiskey,24
Undercurrent Restaurant,small sirloin bordelaise,29
Undercurrent Restaurant,Shasta Siphon,6
Undercurrent Restaurant,Paul Jones' Rye Whiskey,7
Undercurrent Restaurant,small sirloin with bacon,15
M'Coul's Public House,Hamburger Rauchfleisch,12
M'Coul's Public House,Mushrooms with above,15
M'Coul's Public House,Hermitage Rye Whiskey,4
M'Coul's Public House,Schmorbraten,18
Green Burro,Raw Beef Sandwich,26
Green Burro,sirloin steak tomato sauce,25
Green Burro,Hermitage Bourbon Whiskey,27
Green Burro,Green,8
Little Brother Brewing,Kalbsbrust,21
Little Brother Brewing,Old Crow Bourbon Whiskey,21
Little Brother Brewing,Burnett's Old Tom Gin,10
Little Brother Brewing,Knickerbocker,14
Grey's Tavern,Lacrima Cristi,29
Grey's Tavern,Kalbsbraten englisch,2
Grey's Tavern,Calf's Liver with Onions,4
Grey's Tavern,Coates & Co's Plymouth Gin,4
Natty Greene's Pub & Brewing Co,Hot House Asparagus, Vinaigrette,28
Natty Greene's Pub & Brewing Co,family porterhouse mushrooms,25
Natty Greene's Pub & Brewing Co,Kalbsleber,7
Natty Greene's Pub & Brewing Co,Deviled Ice Cream Souvenir,28
Beer Co.,Pontet Canet, B. & G.,4
Beer Co.,Macedoine of Fruits with kirsch, p. p.,27
Beer Co.,Gansebraten,12
Beer Co.,Apple and Honey,7
McGee Street Country & Cocktails,Pilsner (Imported),13
McGee Street Country & Cocktails,Cht. Leoville,23
McGee Street Country & Cocktails,Graham's Oporto Port,9
McGee Street Country & Cocktails,Ganseklein,22
The Idiot Box Comedy Club,Spring chicken,17
The Idiot Box Comedy Club,Chartreuse, Green or Yellow,3
The Idiot Box Comedy Club,Pear, Ranavolo (1),25
The Idiot Box Comedy Club,Guinness Stout,26
221 Lounge,iced tea or coffee,16
221 Lounge,Creme De Menthe, Marie Brizard,21
221 Lounge,Cervelat,5
221 Lounge,Cht. Lafitte,12
Beerthirty Crafts On Tap,Entenbraten,8
Beerthirty Crafts On Tap,Parisian Basket Ice Cream Souvenir,7
Beerthirty Crafts On Tap,demi-tasse coffee,20
Beerthirty Crafts On Tap,canned egg plums,4
Novelty Burger & Bar,Cht. Margaux,28
Novelty Burger & Bar,Creme De Champagne, Marie Brizard,26
Novelty Burger & Bar,Fillet of Beef Saute a'la Bordelaise,5
Novelty Burger & Bar,Putenbraten,13
PJ Ryans @ The Rock,Sweet peppers sautees,25
PJ Ryans @ The Rock,Cacao Chouao, Marie Brizard,15
PJ Ryans @ The Rock,Filet saute aux champignons,26
PJ Ryans @ The Rock,beer on draught, per glass,3
Hobby's Delicatessen & Restaurant,Lemon,15
Hobby's Delicatessen & Restaurant,Curacao, Marie Brizard,25
Hobby's Delicatessen & Restaurant,Eggs, Poached on toast,24
Hobby's Delicatessen & Restaurant,Mashed Parsnips,19
Redd's Biergarten,Turkish,4
Redd's Biergarten,Eggs, Scrambled, plain,27
Redd's Biergarten,Benedictine Bijou,12
Redd's Biergarten,Eggs, Scrambled, on toast,2
Club NJ,Eggs, Scrambled, with mushrooms,5
Club NJ,Pot of Coffee with Cream,19
Club NJ,Eggs, Scrambled, with bacon,29
Club NJ,Laubenheimer, Henkel,3
Edison Ale House,Manhattan Club Cocktails,1
Edison Ale House,Martini Club Cocktails,25
Edison Ale House,Pot Cheese with Shives and Caraway Seeds,28
Edison Ale House,Loin of english mutton, petit pois,2
Coney Island Texas Wiener Shop,York Club Cocktails,12
Coney Island Texas Wiener Shop,Oysters, Fried,9
Coney Island Texas Wiener Shop,Neuchatel,1
Coney Island Texas Wiener Shop,Oysters, roast on toast,17
Suite 304 Bar & Restaurant,Hermitage Rye Whiskey flasks,18
Suite 304 Bar & Restaurant,Little Neck clams, raw,7
Suite 304 Bar & Restaurant,Oysters, scalloped (1),8
Suite 304 Bar & Restaurant,Kloster cheese,3
Slam's All American Bar-Grill,Paul Jones Rye Whiskey, flasks,17
Slam's All American Bar-Grill,G. H. Mumm Extra Dry,15
Slam's All American Bar-Grill,Champagne Cup,21
Slam's All American Bar-Grill,Wilson Rye Whiskey, flasks,13
The Arena Lounge,Bass's Ale White Label,30
The Arena Lounge,Affentbaler,3
The Arena Lounge,Bass's Ale, Dog's Head,21
The Arena Lounge,club chicken,7
Maize,Pommery & Greno,7
Maize,Frank Jones Portsmouth Pale Ale,15
Maize,broiled spring turkey,11
Maize,Frank Jones Portsmouth Nourishing Stout,1
QDOBA Mexican Eats,Alaska Ice Cream,22
QDOBA Mexican Eats,Guinness's Brown Stout "Burke",30
QDOBA Mexican Eats,Laemmerberg,8
QDOBA Mexican Eats,potted chicken in butter,30
Three Levels Lounge & Sports Bar,Leisten Riesling, 1875,11
Three Levels Lounge & Sports Bar,Anheuser-Busch St. Louis Lager Beer,25
Three Levels Lounge & Sports Bar,spring chicken en cocotte,11
Three Levels Lounge & Sports Bar,Szegszardi,23
McGoverns Tavern,Oysters, patties,9
McGoverns Tavern,Anheuser-Busch Budweiser, B'y Btg.,23
McGoverns Tavern,Erlauer,28
McGoverns Tavern,deerfoot sausages,14
Jimenez Tobacco,Pabst Milwaukee Lager Beer,23
Jimenez Tobacco,spare ribs,16
Jimenez Tobacco,Little Neck Clams, stewed,2
Jimenez Tobacco,Budai,16
Market Street Bar & Grill,Ofener Adlerberg,21
Market Street Bar & Grill,Tokai Maslas,24
Market Street Bar & Grill,Beadleston & Woerz Imperial,29
Market Street Bar & Grill,Tokai Cabinet,30
Don Quijote Restaurant,Little Neck Clams, fritters,21
Don Quijote Restaurant,pork chops sauce piquante,13
Don Quijote Restaurant,Beefsteak Russe a la tartare,11
Don Quijote Restaurant,pork chops, plain,9
NICO Kitchen + Bar,pig's feet,26
NICO Kitchen + Bar,Myles Standish Ginger Ale,6
NICO Kitchen + Bar,Chicken with rice, soup,1
NICO Kitchen + Bar,Potatoes--Souffle,7
La Rouge,Carrots,5
La Rouge,bacon broiled,18
La Rouge,Potatoes--Au gratin,27
La Rouge,Oyster crabs on toast,22
27 Mix,tripe sautee, creole,22
27 Mix,tripe sautee, lyonnaise,24
27 Mix,tripe, broiled,12
27 Mix,Filet of sole, fried,9
Lockhart Smokehouse,Poland Spring Water, Plain or Aerated,21
Lockhart Smokehouse,Dishes to Order,24
Lockhart Smokehouse,chicken croquettes plain,7
Lockhart Smokehouse,Londonderry Litha Water,14
Brix Bar & Grill,chicken livers sautes, madere,21
Brix Bar & Grill,Rarebits,23
Brix Bar & Grill,Vichy or Seltzer Siphon,7
Brix Bar & Grill,mutton kidneys stewed with mushrooms,3
32 Degree Rooftop Bar,Hunyadi Janos Water, Glass,19
32 Degree Rooftop Bar,mutton kidneys deviled,10
32 Degree Rooftop Bar,Fried or broiled smelts,28
32 Degree Rooftop Bar,mutton kidneys broiled,12
Urban Crust,Richmond Straight Cut Cigarettes,6
Urban Crust,Compots,7
Urban Crust,Stuffed crab (1),4
Urban Crust,lamb fries fried, tomato sauce,25
Funnybone lounge,vienna schitzel,29
Funnybone lounge,veal chops breaded, tomato sauce,27
Funnybone lounge,Hamburger marinated herring,30
Funnybone lounge,Coffe, Tea, Etc.,1
The Fillmore Pub,Eggs, scrambled, truffles,16
The Fillmore Pub,mutton chops breaded, tomato sauce,27
The Fillmore Pub,Eggs, scrambled, tomatoes,8
The Fillmore Pub,Deities, No. 1,23
Vickery Park,mutton chops english (1),22
Vickery Park,Eggs, a la Menagere,27
Vickery Park,Marrow squash,12
Vickery Park,Deities, No. 3,6
Lone Star State Cigar Co.,Eggs, a la Jefferson,18
Lone Star State Cigar Co.,omelette oyster crabs,23
Lone Star State Cigar Co.,Eggs, a la Netherland,30
Lone Star State Cigar Co.,Rice croquettes,14
Urban Rio Cantina & Grill,omelette spanish style,5
Urban Rio Cantina & Grill,N.Y.N.H. & H.R.R. Marine Disct. No 1,21
Urban Rio Cantina & Grill,omelette smoked beef,11
Urban Rio Cantina & Grill,Omelette, chicken livers,14
On the Rocks Cantina,Omelette, kidneys,21
On the Rocks Cantina,Omelette, fines herbes,30
On the Rocks Cantina,N.Y.N.H. & H.R.R. Marine Disct. No 3,25
On the Rocks Cantina,Omelette, truffles,29
Twin Peaks Plano,Eggs boiled (2),20
Twin Peaks Plano,steak tenderloin,30
Twin Peaks Plano,steak tenderloin with tomato sauce,2
Twin Peaks Plano,steak tenderloin with mushrooms,28
BJ's Restaurant & Brewhouse,steak tenderloin with onions,5
BJ's Restaurant & Brewhouse,steak porterhouse,24
BJ's Restaurant & Brewhouse,Cafe Netherland Salad,16
BJ's Restaurant & Brewhouse,[Lamb chops] breaded,1
Outback Steakhouse,Imperial Salad,21
Outback Steakhouse,steak porterhouse extra,16
Outback Steakhouse,Terrine de Pate de Foie gras,13
Outback Steakhouse,Netherland Salad,20
Genghis Grill,steak porterhouse extra with mushrooms,12
Genghis Grill,steak sirloin extra,3
Genghis Grill,Veal chop or cutlet,24
Genghis Grill,steak sirloin extra with onions,23
Hooters,steak sirloin extra with mushrooms,2
Hooters,Meringue panachee,2
Hooters,[Veal chop or cutlet] Milanaise,5
Hooters,Mousse au cafe a la Netherland,15
Olive Garden Italian Restaurant,oysters broiled, with french peas,26
Olive Garden Italian Restaurant,Mousse au chocolat, Imperial,8
Olive Garden Italian Restaurant,[Filet Chateaubriand] mushrooms,23
Olive Garden Italian Restaurant,Cucumber salad,19
Fishmonger's,[Filet Chateaubriand] truffles,19
Fishmonger's,oysters pan roast,20
Fishmonger's,oysters cocktail,8
Fishmonger's,A l'Arrack,4
Jasper's,Russe salad,18
Jasper's,sirloin steak a la roosevelt (for 2),9
Jasper's,Pate de gibier, gelee,23
Jasper's,Turkey, cold meats,5
Bandera Roadhouse,Roast chicken, cold meats,21
Bandera Roadhouse,Roast beef, cold meats,22
Bandera Roadhouse,Terrine de foie-gras,5
Bandera Roadhouse,Virginia ham, cold meats,27
Renegade Cigars,Stuffed potatoes,27
Renegade Cigars,Westphalia ham, cold meats,6
Renegade Cigars,Corned beef, cold meats,16
Renegade Cigars,oatmeal biscuit,3
Gold Mine Tavern,Smoked tongue, cold meats,14
Gold Mine Tavern,Alask,2
Gold Mine Tavern,Assorted meats, cold meats,10
Gold Mine Tavern,griddle cakes, waffles, maple syrup to order, 6 to 8,7
Juan's Flaming Fajitas & Cantina,Pickled pig's feet, cold meats,5
Juan's Flaming Fajitas & Cantina,graham bread toast,2
Juan's Flaming Fajitas & Cantina,butter crackers,2
Juan's Flaming Fajitas & Cantina,Galantine de volaille,2
The Water Bar & Lounge,dutch cheese sandwich,24
The Water Bar & Lounge,Raspberry,28
The Water Bar & Lounge,roquefort cheese sandwich,4
The Water Bar & Lounge,Braten,9
Public Works Coffee Bar,Quinces, canned,25
Public Works Coffee Bar,Greenages, canned,4
Public Works Coffee Bar,Cherries, canned,10
Public Works Coffee Bar,JAMS,20
rainbow club,Pears, canned,30
rainbow club,Peaches, canned,22
rainbow club,parsley,29
rainbow club,spanish,28
Bourbon Street Casino,Braised Lamb with Navy Beans,4
Bourbon Street Casino,Raspberries, preserves,12
Bourbon Street Casino,Cup of Chicken Broth or Puree of Tomatoes,27
Bourbon Street Casino,Blackberries,1
Johnny Mac's,Pickled peaches,30
Johnny Mac's,club sandwich a la wanamaker,1
Johnny Mac's,coffee,pot for two,17
Johnny Mac's,Rhubarb,21
Dotties,one soup, one meat, one dessert and coffee,23
Dotties,Assorted fruits,17
Dotties,Stewed carrots,6
Dotties,Pure Filtered Water served on our tables.,25
Coco Lounge,Syphon Vichy,26
Coco Lounge,Imported Ginger Ale C & C,5
Coco Lounge,Lobster broiled,19
Coco Lounge,Lobster fricassee a la Poulette,18
Wahoo's Fish Taco,Lobster saute a la Bordelaise,30
Wahoo's Fish Taco,Lobster broiled deviled,14
Wahoo's Fish Taco,Tartar sauce, extra,24
Wahoo's Fish Taco,Chateaubriand Dumas (for 3) ,16
Vegas Nightlife Connection VIP Services,Small Tenderloin (for 1),9
Vegas Nightlife Connection VIP Services,Large Tenderloin (for 2),16
Vegas Nightlife Connection VIP Services,Sirloin (for 2),27
Vegas Nightlife Connection VIP Services,Extra Sirloin (for 4),23
Pt's Gold,Porterhouse (for 4),30
Pt's Gold,Grape Juice,21
Pt's Gold,Extra Porterhouse (for 8),2
Pt's Gold,White Rock, pints,17
Pt's Pub,Lemonade with grape juice,10
Pt's Pub,Apollinaris, quarts,10
Pt's Pub,Apollinaris, pints,12
Pt's Pub,Lamb Chops (2) (3),24
Hammer's Grill & Bar,Rye Bread,7
Hammer's Grill & Bar,Pork Chops (1) (2),7
Hammer's Grill & Bar,Single Eng. Mutton Chop,17
Hammer's Grill & Bar,Mineral Waters,2
Skyline Hotel & Casino,Parker House Rolls,20
Skyline Hotel & Casino,English Mutton Chops en Casserole (each),8
Skyline Hotel & Casino,Lamb Chops en Casserole,17
Skyline Hotel & Casino,The Dickens Combination Chop with Baked Potato,15
Buffalo Wild Wings,Wheat Cakes, pure maple syrup,10
Buffalo Wild Wings,French Pancakes,13
Buffalo Wild Wings,Waffles with Pure Honey,7
Buffalo Wild Wings,Saute Mushrooms ,15
Rustic Lounge,SWEETBREADS,26
Rustic Lounge,with French Peas,21
Rustic Lounge,Jardiniere,15
Rustic Lounge,Veal Cutlets, Tomato Sa.,25
Village Pub,Veal Cutlets, Italian Sa.,4
Village Pub,Fried Tripe in Batter,29
Village Pub,Tripe Saute, Lyonnaise,17
Village Pub,Broiled Kidneys en Brochette,16
Slice 19,Stewed Kidneys, Port Wine Sauce,12
Slice 19,Oatmeal with milk,7
Slice 19,Calf's Head, Piquante,25
Slice 19,Calf's Head, Tartare style,12
Chimera Golf Club,tea, cup 10, pot for two, 20,10
Chimera Golf Club,Roqueford,26
Chimera Golf Club,Broiled Calf's Liver, Pork,22
Chimera Golf Club,Pig's Feet, Piquante Sauce,20
Tam O'Shanter Lounge,Tomatoes stewed,10
Tam O'Shanter Lounge,Tomatoes stuffed,10
Tam O'Shanter Lounge,fried new parsnips,24
Tam O'Shanter Lounge,Cauliflower, B'kd or B'ld,1
Gray's Keg Saloon,Jumbo squab en casserole,28
Gray's Keg Saloon,Muenchener (Imported),9
Gray's Keg Saloon,Val Blatz,21
Gray's Keg Saloon,Repsold St. Julien,9
The FOXY Gentlemens Club Lincoln  NE,Inglenook Burgundy,12
The FOXY Gentlemens Club Lincoln  NE,golden buck on blazer,30
The FOXY Gentlemens Club Lincoln  NE,shelled beans,7
The FOXY Gentlemens Club Lincoln  NE,Blanco's Vin Ordinaire,11
Das Haus,Baltimore Club Sandwich,25
Das Haus,Blanco's Zinfandel,26
Das Haus,Blanco's Burgundy,10
Das Haus,Cold Pork,21
Perfect Diner,Sutter Home Riesling,28
Perfect Diner,chocolate cream pie,12
Perfect Diner,Inglenook Sauterne,5
Perfect Diner,Repsold Moselle,21
SARO Cider,Chablis, Mt. Rouge,21
SARO Cider,Potatoes Thorndike Fried,15
SARO Cider,biscuit tortini,7
SARO Cider,Macraoons,25
Panic,Sponge Drops,2
Panic,Potatoes, boiled or mashed,28
Panic,Eclairs Choc. and Vanilla,5
Panic,nougatine,16
Harry's Wonder Bar,Sauterne, Mt. Rouge,3
Harry's Wonder Bar,Baked Custard in Cups,12
Harry's Wonder Bar,sultana roll, clarets,5
Harry's Wonder Bar,macaroon,28
Fuzzy's Taco Shop,Potatoes Sante,3
Fuzzy's Taco Shop,Moselle, Alta Vista,28
Fuzzy's Taco Shop,Baked Sweet Apples with Cream,6
Fuzzy's Taco Shop,coupe st. jaques,13
Zoo Bar,Potatoes Souffie,15
Zoo Bar,Blanco's Riesling,27
Zoo Bar,pineapple sherbet,4
Zoo Bar,orange sherbet,1
Brass Rail,Malaga Concord or Tokay, Grapes,26
Brass Rail,Potatoes Saratoga Chips,6
Brass Rail,canadian paragon cheese,9
Brass Rail,Josephshofer, Leiden,24
Stogies Bar,Steinwein, Deinhard,13
Stogies Bar,Niersteiner, Henkel,18
Stogies Bar,sour mixed pickles,25
Stogies Bar,English Breakfast Tea, Small Pot,5
Buffalo Wild Wings,Oolong Tea, Large Pot,19
Buffalo Wild Wings,Oolong Tea, Small Pot,28
Buffalo Wild Wings,quince,28
Buffalo Wild Wings,Bowl of Milk,12
Iguana's Pub,SELTZER WATER.,3
Iguana's Pub,CONGRESS WATER.,23
Iguana's Pub,caviar en canape,20
Iguana's Pub,KISSINGEN.,8
Jake's Cigars & Spirits,VICHY.,20
Jake's Cigars & Spirits,skinner's chutney,26
Jake's Cigars & Spirits,Cocoa, Small Pot,1
Jake's Cigars & Spirits,Broma, Large Pot,1
Bodega's Alley,green gage plum,5
Bodega's Alley,English Breakfast Tea, Large Pot,10
Bodega's Alley,Chartreuse.,28
Bodega's Alley,Small Pitcher Thick Cream,29
AmuManu Ramen Bar,Medium Pitcher Thick Cream,18
AmuManu Ramen Bar,Absinthe,,24
AmuManu Ramen Bar,Large Pitcher Thick Cream,10
AmuManu Ramen Bar,Annisette,,22
Bison Witches Bar & Deli,White Curacoa,,30
Bison Witches Bar & Deli,French Coffee, Small pot,20
Bison Witches Bar & Deli,Kirschwasser,,30
Bison Witches Bar & Deli,Maraschino,,29
Duffy's Tavern,mutton chop,29
Duffy's Tavern,Omelette Celestine,3
Duffy's Tavern,White,1
Duffy's Tavern,PORT.,2
Yia Yia's,Guinness' Dublin Ditto,24
Yia Yia's,Bass' Pale India Ale,18
Yia Yia's,a la Benedict,25
Yia Yia's,Albany Ale,3
Statler City,Gault's Porter, on draught,2
Statler City,Richardson's Ale, on draught,30
Statler City,Adam's Champagne Cider pints,28
Statler City,Sweet potatoes, boiled,13
Lobby Bar,Mexicaine,28
Lobby Bar,Fried Calf's Brains,22
Lobby Bar,Broiled Calf's Liver,8
Lobby Bar,Fried Veal and Pork,14
Erie County Bar Association Aid,Spinach, with egg,21
Erie County Bar Association Aid,Canned asparagus,28
Erie County Bar Association Aid,Canned mushrooms,19
Erie County Bar Association Aid,Shaker butter beans,20
Lucky Day Whisky Bar,Omelette, with parsley,27
Lucky Day Whisky Bar,Omelette, with truffles,11
Lucky Day Whisky Bar,Omelette, with kidneys,4
Lucky Day Whisky Bar,Omelette, with ham or bacon,25
Atrium Bar & Bistro,Eggs, poached,10
Atrium Bar & Bistro,Eggs on toast,18
Atrium Bar & Bistro,Eggs fried with ham,23
Atrium Bar & Bistro,Eggs scrambled,22
Garden Grille & Bar,Eggs scrambled with jelly,26
Garden Grille & Bar,Eggs scrambled with parsley,20
Garden Grille & Bar,Eggs with bacon or ham,7
Garden Grille & Bar,forster Traminer 1895,13
Sidelines Sports Bar and Grill,Canned greengages,21
Sidelines Sports Bar and Grill,Honeycomb,11
Sidelines Sports Bar and Grill,Cocktails,21
Sidelines Sports Bar and Grill,Cocktails Brandy,16
JJs Casa Di Pizza,Calf's brains breaded, tomato s'ce,22
JJs Casa Di Pizza,Brandy high Ball,21
JJs Casa Di Pizza,Calf's brains black butter,6
JJs Casa Di Pizza,Horses Neck,4
Harbor Bistro & Bar,Honey comb tripe, stewed, fried or broiled,18
Harbor Bistro & Bar,Remsen Cooler,28
Harbor Bistro & Bar,Rasher of bacon served with meat or fish,13
Harbor Bistro & Bar,Port Wine Punch,13
Hatchets & Hops,Milk Shake,10
Hatchets & Hops,Tenderloin steak tomato sauce,12
Hatchets & Hops,Sherry Cobbler,16
Hatchets & Hops,Tenderloin steak truffles,16
Mes Lounge,Lemonade, Plain with Wine,8
Mes Lounge,Eggs boiled (3),20
Mes Lounge,Eggs fried (2),9
Mes Lounge,Eggs fried (3),15
The Chocolate Bar,Rhine and Claret Wine, half schoppen,2
The Chocolate Bar,1/2 Cream cheese,1
The Chocolate Bar,Rhine and Claret Wine, half schoppen with sel.,11
The Chocolate Bar,Rhine and Claret Wine, Binger schoppen,15
Local Kitchen & Beer Bar,Sweetbread, plain,8
Local Kitchen & Beer Bar,Sweetbread, patties,14
Local Kitchen & Beer Bar,Sweetbread, tomato sauce,10
Local Kitchen & Beer Bar,Croquettes of sweetbread with French peas,16
Spot Coffee,Chicken vol-au-vent,13
Spot Coffee,Poland, sparkling,9
Spot Coffee,Chicken saute, Provencale,5
Spot Coffee,Chicken saute, with mushrooms,6
Lafayette Brewing Co.,Chicken fried, Maryland style, whole,12
Lafayette Brewing Co.,Chicken broiled, small,15
Lafayette Brewing Co.,Iroquois,17
Lafayette Brewing Co.,Lithia Water, per glass,19
Soho Buffalo  NY,Cocoa and Brema,6
Soho Buffalo  NY,Chicken Gumbo, Strained,19
Soho Buffalo  NY,Chateau Mouton Rothschild,1
Soho Buffalo  NY,Chateau LaGrange,28
Sato Brewpub,Chateau Lafite,23
Sato Brewpub,Chateau Latour Blanche,3
Sato Brewpub,Victoria, highest London Standard,24
Sato Brewpub,Beaujolais,6
Buffalo's Mohawk Place,Chambertin, Vintage 1887,6
Buffalo's Mohawk Place,Chambertin, Vintage 1881,20
Buffalo's Mohawk Place,Chambertin, Vintage 1875,11
Buffalo's Mohawk Place,Curacoa,8
Bacchus Wine Bar & Restaurant,Zwetschenwasser,30
Bacchus Wine Bar & Restaurant,Apricotine,5
Bacchus Wine Bar & Restaurant,Kuemmel, Gilka and Allash,6
Bacchus Wine Bar & Restaurant,Creme de Rose,29
Venu Night Club,Prunelle,27
Venu Night Club,Ginger Ale and Sarsaparilla, Cap,8
Venu Night Club,Ginger Ale Imported,18
Venu Night Club,Soda Imported,2
Half Time Bar & Grill,Club Soda Imported,1
Half Time Bar & Grill,Stout, Guinness Extra,28
Half Time Bar & Grill,Moselle, glass,6
Half Time Bar & Grill,Moselle, half schoppen,27
Carvao BBQ,Erdener,11
Carvao BBQ,Ohligsberger,18
Carvao BBQ,Erdener Treppehen,1
Carvao BBQ,Caseler,11
McGinley Square Pub,Mutton Cutlets, Breaded,30
McGinley Square Pub,Fried Cod,21
McGinley Square Pub,Lambs' Tongues,29
McGinley Square Pub,Preserves.,11
Liquors-Beer & Wine,Crab Apples,7
Liquors-Beer & Wine,Cranberry Jelly,28
Liquors-Beer & Wine,Eggs, Dropped, Shirred, Scrambled, Poached,23
Liquors-Beer & Wine,Bread.,25
New Park Tavern,Black, Green and Oolong Tea,19
New Park Tavern,Tea Buns,25
New Park Tavern,Tea Rolls, Biscuit,1
New Park Tavern,Ginger Bread,29
Astor Bar & Grill,Table Clarets,23
Astor Bar & Grill,St. Julien Medoc,18
Astor Bar & Grill,Madame Ammoreux,11
Astor Bar & Grill,Chateau Mouton,18
Emro Corporation,Chateau Lafitte, 1847,3
Emro Corporation,From Barton & Guestier.,20
Emro Corporation,Chateau Lafitte, 1858,20
Emro Corporation,Chateau Lafitte, 1844,22
Moore's Lounge,Latour, 1851,23
Moore's Lounge,Latour Margaux, 1846,7
Moore's Lounge,Latour Margaux, 1844,8
Moore's Lounge,Dry Catawba, very delicate,8
PF 4 Friends,Aliso Angelico, Sweet California,1
PF 4 Friends,Common Sauternes,4
PF 4 Friends,Chateau de Malle (Count Saluce),14
PF 4 Friends,Latour Blanche,9
Roberto s style barber shop,White Chablis (Charles Serre & Fils),29
Roberto s style barber shop,White Hermitage, (Charles Serre & Fils),30
Roberto s style barber shop,BURGUNDY.,28
Roberto s style barber shop,Sparkling,17
Mike's Place,St. George's,3
Mike's Place,Romanie,25
Mike's Place,Chambertin Clos de Veze,28
Mike's Place,Sparkling (from W.P. Winchester),29
Journal Square Pub,Standard Brown,3
Journal Square Pub,Yriarte Pale,3
Journal Square Pub,Yriarte Brown,22
Journal Square Pub,Club Pale,9
Discount Plaza,Amontillado, very dry,30
Discount Plaza,Pemartin's Superior Pale,15
Discount Plaza,Imperial Amontillado, very dry,13
Discount Plaza,Prince Albert, delicate and dry,26
Rasoi,Competitor, very delicate,20
Rasoi,Nabob Brown, old and rich,19
Rasoi,Sup. Old Brown (Gen. Theo. Lyman),9
Rasoi,MADEIRA.,3
PJ Ryan's Squared,Monteiro's Old London Particular,28
PJ Ryan's Squared,Leacock,23
PJ Ryan's Squared,Monteiro's Reserve,11
PJ Ryan's Squared,Monteiro's Nord Polen,14
Sidebar Café,West India, Don Pedro,17
Sidebar Café,James Perkins, Sen., 50 years old,14
Sidebar Café,Israel Thorndike, Jr.,13
Sidebar Café,HOCK.,1
junction lounge,Nackenheimer,23
junction lounge,Moselwein,9
junction lounge,Nierstiener,12
junction lounge,Marcobruner,3
Palm Court,Stein Wine, in box bottles,14
Palm Court,Cabinet Steinberger, superior,10
Palm Court,From D. Leiden, of Cologne.,12
Palm Court,F.M. Schloss' Johannisberger, 1846, Yellow Seal,20
Grape Vine Tavern,Hennessy's Lon. Dock, very old dark,,30
Grape Vine Tavern,Hennessy's Gold Seal, very superior,22
Grape Vine Tavern,X-O-H, very old,17
Grape Vine Tavern,Bourbon Whiskey, very old,30
Applebee's Grill + Bar,Old Plantation Rum,13
Applebee's Grill + Bar,French Flutes,6
Applebee's Grill + Bar,Wheat Muffins,13
Applebee's Grill + Bar,Boston Brown Bread,2
The Gentle Penguin,Fried Soft Shell Crabs, tartar sauce,15
The Gentle Penguin,Cream of Tomato, Andalouse,28
The Gentle Penguin,Consomme, Julienne,20
The Gentle Penguin,Cods' Tongues,5
Dock's Cocktail Lounge,Cauliflowers a la creme,7
Dock's Cocktail Lounge,Fresh Codfish Steak,18
Dock's Cocktail Lounge,Codfish Hash,19
Dock's Cocktail Lounge,Baked Whitefish, Point Shirley,13
Italianissimo Trattoria,Pommes, Chateau,25
Italianissimo Trattoria,Fillet Mignon, Stanley,25
Italianissimo Trattoria,Deviled Crabs, Sauce Remoulade,26
Italianissimo Trattoria,Roast Ribs of Prime Beef, au Jus,7
Third Avenue Alehouse,Chocolate Cream Roll, Maraschino Sauce,3
Third Avenue Alehouse,Pear Souffle,9
Third Avenue Alehouse,Roman Ice Cream,25
Third Avenue Alehouse,Soused Mackerel,28
Silver Dollar,Corned Ox Tongue & Spinach,3
Silver Dollar,Omelette Diaz,25
Silver Dollar,Eggs au Miroir,25
Silver Dollar,Broiled Blue Fish --- Meuniere ,17
Bar Sin Nombre,Sirloin Steak with Tomatoes,30
Bar Sin Nombre,Canape Russian Caviar,17
Bar Sin Nombre,Chicken Hash on Toast,17
Bar Sin Nombre,Steamed Duxbury,1
La Bella Pizza Garden,Pork Tenderloin a la Robert,24
La Bella Pizza Garden,Fried Whitebait and Oyster Crabs,6
La Bella Pizza Garden,Philadelphia Capon, Egg Sauce,22
La Bella Pizza Garden,Fricandeau of Veal, Macedoine,4
Wild Wooly's Saloon,Steak Tartare,27
Wild Wooly's Saloon,Pickled Lamb's Tongues,2
Wild Wooly's Saloon,Potatoes Baked,29
Wild Wooly's Saloon,Grilled Sweet,20
The Manhattan,Potatoes en Cream,24
The Manhattan,Bar Le Duc and Cream Cheese,28
The Manhattan,Baked Custard in Cup,22
The Manhattan,MASHED POTATOES.,15
